,word,TF-IDF
0,trump,0.7549188248540664
1,also,0.32202863039588425
2,would,0.28342620295119086
3,people,0.23969451790933727
4,government,0.23154018822079017
5,washington,0.22402639884519449
6,president,0.1788893409439174
7,states,0.12102400466304924
8,one,0.1183208423925868
9,told,0.11011276103417894
10,donald,0.10972566069625507
11,could,0.0
12,state,0.0
13,new,0.0
14,two,0.0
15,last,0.0
16,year,0.0
